umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedWidth,expandedHeight,expandedAspectRatio
,Moon and pines,,The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.,SBard_tree moon Mt Laguna 2014,ds02022,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.,La luna estaba suspendida sobre la punta de un pino casi al final de nuestra caminata a través de Laguna Meadows.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,"pine, moon, tree",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,124,175,0.708571,1059,1500,0.706
,Big Lake Laguna,,3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.,SBard_Toby Lake Laguna 2014,ds02021,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.,Toby Vinje de tres años de edad disfrutando una caminata por el Lago Big Laguna durante el camping del jardín de infantes de su hermano.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,"lake, hike",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,121,175,0.691429,1040,1500,0.693333
,Fort in the woods,,My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.,SBard_Toby fort Mt Laguna 2014,ds02020,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.,Mi familia estaba de caminata en el sendero del circuito Laguna Meadows cuando encontramos este pequeño fuerte que alguien había construido en el bosque.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,131,175,0.748571,1125,1500,0.75
,Thistle,,A thistle near Big Laguna Lake during a dayhike.,SBard_Thistle Mt Laguna 2014,ds02019,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,A thistle near Big Laguna Lake during a day hike.,Un cardo cerca del Lago Big Laguna durante un día de caminata.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,131,1.33588,1500,1125,1.33333
,Moon and meadow,,Moon over Laguna Meadow.,SBard_Mt Laguna Moon2014,ds02018,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Moon over Laguna Meadow.,La luna sobre Laguna Meadows.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,117,1.49573,1500,1001,1.4985
,Moon and pines,,Moon and pine trees during a family dayhike in Laguna Meadow.,SBard_Laguna Moon,ds02017,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Moon and pine trees during a family day hike in Laguna Meadow.,La luna y los pinos durante un día de caminata en familia en Laguna Meadows.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,131,1.33588,1500,1125,1.33333
,Acorns,,Acorns put there by the Acorn Woodpeckers that live in the Laguna Campground.,SBard_Acorns Mt Laguna 2014,ds02016,,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Acorns in the tree were put there by the Acorn Woodpeckers that live at the Laguna Campground.,Las bellotas en el árbol fueron puestas ahí por los carpinteros belloteros que viven en el campamento de Laguna.,,,,,Digital photograph,© Susanne Clara Bard,Susanne Clara Bard,"acorn, Laguna",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,131,175,0.748571,1125,1500,0.75
,Descanso store,,Hulburd Grove store Descanso,Hulburd Grove store Descanso,ds02015,#S-379,,1936,1936-00-00,1936,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,Hulburd Grove store at Descanso.,Tienda en Hulburd Grove en Descanso.,,,,,,©  Phil Unitt,Phil Unitt,Descanso,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Phil Unitt,,,,,175,111,1.57658,1500,950,1.57895
,Laguna by auto,,"Group of people, automobile at a table in the Laguna Mountains.",S-379 Laguna Mts. - People with Automobiles - c. 1920,ds02014,,,1920,1920-00-00,1920,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Group of people with an automobile at a table in the Laguna Mountains.,Grupo de gente con un automóvil sentados a la mesa en las montañas Laguna.,,,,,,© San Diego History Center,San Diego History Center,Laguna,Need to purchase hi-res scan and permissions from SDHC,,,,,,Mountains,2,Cleveland National Forest,,http://www.sandiegohistory.org/photostore/?post_type=product&s=%22laguna%22+,,,,,175,140,1.25,1500,1200,1.25
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 6,ds02013,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de Pájaros del MHNSD, hicieron una excursión de camping a las montañas Cuyamaca en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,143,175,0.817143,1228,1500,0.818667
,Camping by covered wagon,,"Two girls (SDNHM ornithologist Phil Unitt's ancestors) on a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 5,ds02012,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"Two girls, including SDNHM Curator of Birds Phil Unitt's grandmother Gertude, on a camping trip to the Cuyamaca Mountains. They traveled by covered wagon.","Dos niñas, incluyendo Gertrude, la abuela de Phil Unitt, Curador de Pájaros del MHNSD, en una excursión de camping a las montañas Cuyamaca. Viajaron en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,128,175,0.731429,1097,1500,0.731333
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 4,ds02011,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de Pájaros del MHNSD, hicieron una excursión de camping a las montañas Cuyamaca en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,147,175,0.84,1257,1500,0.838
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 3,ds02010,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de Pájaros del MHNSD, hicieron una excursión de camping a las montañas Cuyamaca en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,175,127,1.37795,1500,1085,1.38249
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 2,ds02009,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de Pájaros del MHNSD, hicieron una excursión de camping a las montañas Cuyamaca en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, CA, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,126,175,0.72,1080,1500,0.72
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 1,ds02008,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de Pájaros del MHNSD, hicieron una excursión de camping a las montañas Cuyamaca en una carreta cubierta.",,,,,,© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,175,126,1.38889,1500,1077,1.39276
,Snow near Guatay,,"Snow near Guatay, San Diego County.","A44_001 Snow near Guatay, San Diego County, Dec. 15, 1927",ds02007,,,12/15/1927,12/15/1927,12/15/1927,"Near Guatay, CA",,32.8503829,-116.5623876,Attic / Coast to Cactus,"Snow near Guatay, San Diego County.","Nieve cerca de Guatay, condado de San Diego.",,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,"snow, Guatay",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A44_001,,,,,175,107,1.63551,1500,919,1.63221
,Cuyamaca Peak,,Descending trail from Cuyamaca Peak during San Diego Natural History Museum trip.,A13_001 Descending trail from Cuyamaca Peak A3419,ds02006,,,7/1/1923,1923-07-00,7/1/1923,"Cuyamaca Peak, CA",,32.9467149,-116.6064084,Attic / Coast to Cactus,Descending the trail from Cuyamaca Peak during a San Diego Natural History Museum trip.,Bajando el sendero desde la cumbre de Cuyamaca durante un viaje del Museo de Historia Natural de San Diego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Cuyamaca",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A13_001,,,,,134,175,0.765714,1148,1500,0.765333
,Cuyamaca Peak lookout,,Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.,A12_001 Cuyamac Peak lookout,ds02005,,,7/1/1923,1923-07-00,7/1/1923,"Cuyamaca Peak, CA",,32.9467149,-116.6064084,Attic / Coast to Cactus,Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.,Foto tomada durante un viaje del Museo de Historia Natural de San Diego al miradero de la cumbre de Cuyamaca.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Cuyamaca",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A12_001,,,,,135,175,0.771429,1154,1500,0.769333
,Flower collecting,,Mrs Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,A7_001 Mrs Abbott and Mrs. Woodcock Mt Laguna,ds02004,,,7/1/1922,1922-07-00,7/1/1922,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Mrs. Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,La señora Abbott y la señora Woodcock en Mount Laguna durante un viaje de recolección de flores del Museo de Historia Natural de San Diego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A7_001,,,,,175,135,1.2963,1500,1160,1.2931
,Acorn woodpecker tree,,Mrs. Fidelia G. Woodcock poses in front of an acorn woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum  flower collecting trip.,A7_001 Laguna Mrs Woodcock acorns,ds02003,Susanne Clara Bard,,7/1/1922,1922-07-00,7/1/1922,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Mrs. Fidelia G. Woodcock poses in front of an Acorn Woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,La señora Fidelia G. Woodcock posa frente a un árbol de carpintero bellotero en Mount Laguna durante un viaje de recolección de flores del Museo de Historia Natural de San Diego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A7_001,,,,,135,175,0.771429,1157,1500,0.771333
,Desert view now,,"Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.",SBard_Now,ds02002,,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,"Now: In 2013, the Laguna Mountains suffered a devastating fire.",Hoy en día: En 2013 las montañas Laguna sufrieron un incendio devastador.,,,,,,© Susanne Clara Bard,Susanne Clara Bard,"fire, Laguna,",,Need release,,,,,Mountains,2,Cleveland National Forest,NOW1,,,,,,175,122,1.43443,1500,1042,1.43954
,Desert view then,,Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,A7_001 Laguna Mrs Abbot Desert View,ds02001,Anthony Citrano,,7/1/1922,1922-07-00,7/1/1922,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Then: Mrs. Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,En aquel entonces: La señora Abbott contemplando la vista del desierto desde Mount Laguna durante un viaje de recolección de flores del Museo de Historia Natural de San Diego.,,,,,,© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,THEN1,"SDNHM Library Rare Book Album Page A7_001/might be a ""then"" photo",,,,,175,138,1.26812,1500,1187,1.26369
,anza borrego starscape,,anza borrego starscape,3566054676_f8e8afedaa_o,ds01042,Arno Gourdol,,5/23/2009,5/23/2009,5/23/2009,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Anza-Borrego starscape.,Vista de las estrellas desde Anza-Borrego.,,,,,,(CC) Anthony Citrano Creative Commons License 2.BY-ND 2.0,Anthony Citrano,desert,https://creativecommons.org/licenses/by-nd/2.0/ you must credit me and link to my portfolio (http://www.zigzaglens.com).,ND,https://creativecommons.org/licenses/by-nd/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/zigzaglens/3566054676/,,,,,175,116,1.50862,1500,998,1.50301
,Borrego badlands from Font's Point,,"Borrego badlands from Font's Point. After a short ride on the wide and sandy Font Wash, off the Borrego Salton Seaway, an abrupt precipice opens up to the stark desert scenery of the Borrego Badlands. The corrugated hills spread out and light piercing through the cloudy skies illuminate the dramatic landscape shaped by millions of years of erosion from the wind and rain.",3166158196_ec22b254fa_o,ds01041,slworking2,,12/22/2008,12/22/2008,12/22/2008,"Anza-Borrego Desert State Park, CA",,33.2569364,-116.2330555,Attic / Coast to Cactus,Borrego badlands from Fonts Point. The land has been eroded by wind and rain over millions of years.,Tierras yermas en Borrego desde Fonts Point. La tierra se ha erosionado por el viento y la lluvia a lo largo de millones de años.,,,,,,(CC) Arno Gourdol Creative Commons License 2.BY-NC-ND 2.0,Arno Gourdol,desert,https://creativecommons.org/licenses/by-nc-nd/2.0/,NC,https://creativecommons.org/licenses/by-nc-nd/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/arnog/3166158196,,,,,175,116,1.50862,1500,995,1.50754
,The milky way at Fonts Point in Anza-Borrego Desert State Park.,,The milky way at Fonts Point in Anza-Borrego Desert State Park. Badlands/canyon illuminated by the setting crescent moon (out of frame). Dust cloud in the distance.,9507740984_79f79822d8_o,ds01040,Hilary Andrews,,8/11/2013,8/11/2013,8/11/2013,"Anza-Borrego Desert State Park, CA",,33.2569364,-116.2330555,Attic / Coast to Cactus,The Milky Way at Fonts Point in Anza-Borrego Desert State Park.,Vista de la vía láctea desde Fonts Point en el Parque Estatal del Desierto de Anza-Borrego.,,,,,,(CC) slworking2 Creative Commons License 2.BY-NC-ND 2.0,slworking2,desert,https://creativecommons.org/licenses/by-nc-sa/2.0/,NC,https://creativecommons.org/licenses/by-nc-sa/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/slworking/9507740984,,,,,175,117,1.49573,1500,1000,1.5
,Palm Canyon,,Palm Canyon,Andrews_5816610567_87b207ea95_o,ds01039,Hilary Andrews,,6/6/2011,6/6/2011,6/6/2011,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Palm Canyon oasis.,Un oasis en Palm Canyon.,,,,,,"(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0",Hilary Andrews,"Anza-Borrego, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816610567/in/set-72157626802090479,,,,,175,114,1.53509,1500,975,1.53846
,Dragonfly,,Dragonfly,5816608131_781a6a6142_o,ds01038,,,6/6/2011,6/6/2011,6/6/2011,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Dragonfly photographed during a San Diego Natural History Museum bat survey in Palm Canyon.,Una libélula fotografiada durante un relevamiento de murciélagos del Museo de Historia Natural de San Diego en Palm Canyon.,,,,,,"(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0",Hilary Andrews,"Anza-Borrego, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816608131/,,,,,175,120,1.45833,1500,1029,1.45773
,"Between Dos Cabesa and the spring Anza Borrego, Ca.",,"Between Dos Cabesa and the spring Anza Borrego, Ca.",6372099349_3ded433e33_o,ds01037,,,3/30/1974,3/30/1974,3/30/1974,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Ocotillo on the roadside.,Ocotillo al costado de la ruta.,,,,,,(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0,The Greater Southwestern Exploration Company,desert,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/gsec/6372099349,,,,,175,121,1.44628,1500,1039,1.4437
,Anza-Borrego Desert State Park,,Anza-Borrego Desert State Park,6372130189_676958aa3d_o,ds01036,Jim Melli,,4/13/1974,4/13/1974,4/13/1974,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Anza-Borrego Desert State Park.,El Parque Estatal del Desierto de Anza-Borrego.,,,,,,(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0,The Greater Southwestern Exploration Company,desert,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/gsec/6372130189,,,,,175,157,1.11465,1500,1343,1.1169
,Mountains,,Mountains,13969026192_531944c8db_o,ds01035,Jim Melli,,2/26/2012,2/26/2012,2/26/2012,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Sunset over the desert mountains.,Un atardecer sobre las montañas del desierto.,,,,,,© Jim Melli,Jim Melli,mountain,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13969026192/in/set-72157629080885754,,,,,175,131,1.33588,1500,1125,1.33333
,flowers,,flowers,7598124786_668a33bd78_o,ds01034,Jim Melli,,2/26/2012,2/26/2012,2/26/2012,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Desert blooms.,Flores del desierto.,,,,,,© Jim Melli,Jim Melli,flower,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598124786/in/set-72157630639973750,,,,,175,140,1.25,1500,1198,1.25209
,horned lizard,,horned lizard,7598111002_4a39300c6d_o,ds01033,Jim Melli,,3/11/2010,3/11/2010,3/11/2010,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,A juvenile Desert Horned Lizard (Phrynosoma platyrhinos) near Coyote Canyon.,Un joven lagarto cornudo del desierto (Phrynosoma platyrhinos) cerca de Coyote Canyon.,,,,,,© Jim Melli,Jim Melli,horned lizard,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598111002/in/set-72157630639973750,,,,,175,119,1.47059,1500,1022,1.46771
,flower,,flower,7598084498_5862f72ff1_o,ds01032,Jim Melli,,3/27/2010,3/27/2010,3/27/2010,"Anza-Borrego Desert State Park, CA",,32.8725529,-116.2214032,Attic / Coast to Cactus,Ghost Flower (Mohavea confertiflora) at Indian Gorge.,Ghost Flower (Mohavea confertiflora) en Indian Gorge.,,,,,,© Jim Melli,Jim Melli,flower,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598084498/in/set-72157630639973750,,,,,175,131,1.33588,1500,1125,1.33333
,Insect,,Insect,7598108078_050131a83d_o,ds01031,Jim Melli,,3/11/2010,3/11/2010,3/11/2010,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Inflated Beetle (Cysteodemus armatus) in the desert. The air pocket between the wing cover and the body of these beetles may help insulate them against hot days and cold nights.,Inflated Beetle (Cysteodemus armatus) en el desierto. La bolsa de aire entre la cobertura del ala y el cuerpo de estos escarabajos podría ayudar a aislarlos contra los días calurosos y las noches frías.,,,,,,© Jim Melli,Jim Melli,beetle,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/7598108078/in/set-72157630639973750,,,,,175,121,1.44628,1500,1038,1.44509
,Oriflamme Canyon,,Oriflamme Canyon,12858353463_ab84c188f5_o,ds01030,Susanne Clara Bard,,5/25/2013,5/25/2013,5/25/2013,"Oriflamme Canyon, CA",,33.0181012,-116.4841834,Attic / Coast to Cactus,"Oriflamme Canyon, where desert and chaparral meet.","Oriflamme Canyon, donde se encuentran el desierto y el chaparral.",,,,,,© Jim Melli,Jim Melli,canyon,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/12858353463/in/set-72157641707674345,,,,,175,117,1.49573,1500,1000,1.5
,Dragon,,dragon sculpture,SBardAnza_02,ds01029,Jim Melli,,3/15/2013,3/15/2013,3/15/2013,"Borrego Springs, CA",,33.2549099,-116.352984,Attic / Coast to Cactus,"Our car overheated during a camping trip to the desert. While we were waiting for the radiator to be fixed, we explored Borrego Springs' famous metal sculptures by Ricardo Breceda.","Nuestro carro se recalentó durante una excursión de camping al desierto. Mientras esperábamos que arreglaran el radiador, exploramos las famosas esculturas de metal de Ricardo Breceda en Borrego Springs.",,,,,,© Jim Melli,Susanne Clara Bard,art,Need release,,,,,,Desert,1,Anza Borrego,,,,,,,175,129,1.35659,1500,1104,1.3587
,bats,,bats,14207034149_30470aa6bb_o,ds01028,Jim Melli,,6/8/2014,6/8/2014,6/8/2014,"Mountain Palm Spring, CA",,32.86422,-116.233626,Attic / Coast to Cactus,A bat at Mountain Palm Spring.,Un murciélago en Mountain Palm Spring.,,,,,,© Jim Melli,Jim Melli,bat,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14207034149/in/set-72157645114751154/,,,,,175,126,1.38889,1500,1076,1.39405
,Frog,,Frog spp??,14392314072_96f1f32e17_o,ds01027,John Rebman,,5/18/2014,5/18/2014,5/18/2014,"Mountain Palm Spring, CA",,32.86422,-116.233626,Attic / Coast to Cactus,A frog in Mountain Palm Spring.,Una rana en Mountain Palm Spring.,,,,,,© Jim Melli,Jim Melli,frog,Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14392314072/in/set-72157645114751154/,,,,,175,127,1.37795,1500,1090,1.37615
,Wild onion,,"Wild onion, Allium fimbriatum var. fimbriatum",S05987_R,ds01026,Jim Melli,,5/4/2011,5/4/2011,5/4/2011,"Whale Peak, Anza-Borrego Desert State Park, CA",,33.0291821,-116.3161234,Attic / Coast to Cactus,"Wild Onion, Allium fimbriatum var. fimbriatum, photographed near Whale Peak at the top of Pinyon Mountain.","Una planta de ajo-cebolla, Allium fimbriatum var. fimbriatum, fotografiada cerca de Whale Peak en la cima de Pinyon Mountain.",,,,,,© San Diego Natural History Museum,San Diego Natural History Museum,allium,,,,,,,Desert,1,Anza Borrego,,http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=11505 / get higher res version from Botany,,,,,175,162,1.08025,1500,1392,1.07759
,Tarantula hawk wasp and bee,,"Tarantula hawk wasp and bee, Mountain Palm Spring Campground",14392437782_95dfd2648e_o,ds01025,Jim Melli,,5/25/2014,5/25/2014,5/25/2014,"Mountain Palm Spring Campground, CA",,32.86422,-116.233626,Attic / Coast to Cactus,"Tarantula Hawk Wasp and bee, Mountain Palm Spring Campground.","Avispa caza tarántulas y abeja, campamento Mountain Palm Spring.",,,,,,© Jim Melli,Jim Melli,"Tarantula hawk wasp, bee, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/14392437782/in/set-72157645114751154,,,,,175,120,1.45833,1500,1030,1.45631
,Cactus blooms,,Cactus blooms,13396815964_8a9ac842d6_o,ds01024,Jim Melli,,3/7/2014,3/7/2014,3/7/2014,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Cactus blooms in the desert.,Flores de cactus en el desierto.,,,,,,© Jim Melli,Jim Melli,"cactus, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396815964/in/set-72157642883397245,,,,,175,124,1.41129,1500,1060,1.41509
,Rattlesnake,,Rattlesnake,13396562403_38e7955102_o,ds01023,Jim Melli,,3/7/2014,3/7/2014,3/7/2014,"Little Blair Valley, Anza-Borrego Desert State Park",,33.0272668,-116.3877919,Attic / Coast to Cactus,Rattlesnakes are common in the desert.,Las víboras cascabel son comunes en el desierto.,,,,,,© Jim Melli,Jim Melli,"rattlesnake, Anza-Borrego, desert",Need release,,,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/melli46/13396562403/in/set-72157642883397245,,,,,175,123,1.42276,1500,1057,1.41911
