umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedHeight,expandedWidth,expandedAspectRatio,
,Camp Wolahi,,Here are us Camp Fire girls at Camp Wolahi. The camp burned down during the Cedar Fire of 2003 and has not been rebuilt.,SDHNM_Randerson_007,ds02027,,,1945,1945-00-00,1945,"Lake Cuyamaca, CA",,32.986832,-116.583345,Attic / Coast to Cactus,"Here we are, Camp Fire Girls at Camp Wolahi. The camp burned down during the Cedar Fire of 2003 and has not been rebuilt.","Aqui estamos, las Camp Fire Girls en el campamento Wolahi. El campamento se quemÃ_ durante el Incendio Cedar de 2003 y no ha sido reconstruido.",,,,,,Â© Sue Randerson,Â© Sue Randerson,camp,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Sue Randerson,,,,,175,131,1.33588,1000,747,1.33869,"Aqui estamos, las Camp Fire Girls en el campamento Wolahi. El campamento se quemÃ_ durante el Incendio Cedar de 2003 y no ha sido reconstruido."
,Camp Wolahi,,My first time away from home was camping at Camp Wolahi in Cuyamaca.,SDHNM_Randerson_006,ds02026,,,1945,1945-00-00,1945,"Lake Cuyamaca, CA",,32.986832,-116.583345,Attic / Coast to Cactus,My first time away from home was camping at Camp Wolahi in Cuyamaca.,Mi primera estadÃ_a fuera de casa fue ir de camping al campamento Wolahi en Cuyamaca.,,,,,,Â© Sue Randerson,Â© Sue Randerson,camp,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Sue Randerson,,,,,175,139,1.25899,1000,797,1.25471,Mi primera estadÃ_a fuera de casa fue ir de camping al campamento Wolahi en Cuyamaca.
,Family hike,,"My dad, Wig Fletcher, leading his family on a hike to the top of Stonewall Peak in Cuyamaca. It was steep but the view was great!",SDHNM_Randerson_003,ds02025,,,1978,1978-00-00,1978,"Stonewall Peak, Cuyamaca, CA",,32.9608805,-116.5714077,Attic / Coast to Cactus,"My dad, Wig Fletcher, leading his family on a hike to the top of Stonewall Peak in Cuyamaca.  It was steep but the view was great!","Mi padre, Wig Fletcher, liderando a su familia en una caminata a la cima de Stonewall en Cuyamaca. Era empinado, Â¡pero la vista era grandiosa!",,,,,,Â© Sue Randerson,Â© Sue Randerson,hike,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Sue Randerson,,,,,175,124,1.41129,1000,708,1.41243,"Mi padre, Wig Fletcher, liderando a su familia en una caminata a la cima de Stonewall en Cuyamaca. Era empinado, Â¡pero la vista era grandiosa!"
,Skiing,,"A group of us friends went cross-country skiing in the backcountry mountains. I had rented my skis and poles and was a real novice, especially when coming down the hills between the trees. Finally it was time for lunch. Tom Stump and I found a rock to sit on while I snapped this photo. Soon he offered it to his girlfriend who later became his intrepid wife - always off doing ""outdoorsy""-type activities even now, 42 years later.",SDHNM_HahnH_002,ds02024,Heidi Hahn,,1972,1972-00-00,1972,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,"A group of us went cross-country skiing in the backcountry mountains.  I was a real novice, especially when coming down the hills between the trees.  Finally it was time for lunch. Tom Stump and I found a rock to sit on while I snapped this photo.","Un grupo de nosotros fue a practicar esquÃ_ de fondo en una zona remota de las montaÃ±as. Yo era un total principiante, especialmente en bajada entre los Ã¡rboles. Finalmente se hizo la hora del almuerzo. Tom Stump y yo encontramos una roca para sentarnos y yo saquÃ© esta foto.",,,,,,Â© Heidi Hahn,Â© Heidi Hahn,ski,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Heidi Hahn,,,,,121,175,0.691429,555,800,0.69375,"Un grupo de nosotros fue a practicar esquÃ_ de fondo en una zona remota de las montaÃ±as. Yo era un total principiante, especialmente en bajada entre los Ã¡rboles. Finalmente se hizo la hora del almuerzo. Tom Stump y yo encontramos una roca para sentarnos y yo saquÃ© esta foto."
,Fire damage,,"We first visited the Laguna mountains in 2013, soon after moving to San Diego. Not long after that, fire ravaged the same areas we had visited, including where the Pacific Crest Trail meets up with Highway S1 at the overlook above Anza-Borrego. I came back in 2014 to take this picture.",SBard_Laguna Vista after 2013 fire June 1 2014,ds02023,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,"We first visited the Laguna Mountains in 2013, soon after moving to San Diego.  Not long after that, fire ravaged the areas we had visited, including where the Pacific Crest Trail meets Highway S1 at the desert overlook. I came back in 2014 to take this picture.","Visitamos las montaÃ±as Laguna por primera vez en 2013, al poco tiempo de habernos mudado a San Diego. DespuÃ©s de un corto tiempo, los incendios devastaron las Ã¡reas que habÃ_amos visitado, incluyendo la intersecciÃ_n del sendero Pacific Crest y la carretera S1 en el miradero del desierto. Fui nuevamente en 2014 para tomar esta foto.",,,,,,Â© Susanne Clara Bard,Susanne Clara Bard,"fire, Laguna",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,56,3.125,1000,323,3.09598,"Visitamos las montaÃ±as Laguna por primera vez en 2013, al poco tiempo de habernos mudado a San Diego. DespuÃ©s de un corto tiempo, los incendios devastaron las Ã¡reas que habÃ_amos visitado, incluyendo la intersecciÃ_n del sendero Pacific Crest y la carretera S1 en el miradero del desierto. Fui nuevamente en 2014 para tomar esta foto."
,Moon and pines,,The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.,SBard_tree moon Mt Laguna 2014,ds02022,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.,La luna estaba suspendida sobre la punta de un pino casi al final de nuestra caminata a travÃ©s de Laguna Meadows.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,"pine, moon, tree",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,124,175,0.708571,565,800,0.70625,La luna estaba suspendida sobre la punta de un pino casi al final de nuestra caminata a travÃ©s de Laguna Meadows.
,Big Lake Laguna,,3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.,SBard_Toby Lake Laguna 2014,ds02021,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.,Toby Vinje de tres aÃ±os de edad disfrutando una caminata por el Lago Big Laguna durante el camping del jardÃ_n de infantes de su hermano.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,"lake, hike",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,121,175,0.691429,554,800,0.6925,Toby Vinje de tres aÃ±os de edad disfrutando una caminata por el Lago Big Laguna durante el camping del jardÃ_n de infantes de su hermano.
,Fort in the woods,,My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.,SBard_Toby fort Mt Laguna 2014,ds02020,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.,Mi familia estaba de caminata en el sendero del circuito Laguna Meadows cuando encontramos este pequeÃ±o fuerte que alguien habÃ_a construido en el bosque.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,131,175,0.748571,600,800,0.75,Mi familia estaba de caminata en el sendero del circuito Laguna Meadows cuando encontramos este pequeÃ±o fuerte que alguien habÃ_a construido en el bosque.
,Thistle,,A thistle near Big Laguna Lake during a dayhike.,SBard_Thistle Mt Laguna 2014,ds02019,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,A thistle near Big Laguna Lake during a day hike.,Un cardo cerca del Lago Big Laguna durante un dÃ_a de caminata.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,131,1.33588,1000,750,1.33333,Un cardo cerca del Lago Big Laguna durante un dÃ_a de caminata.
,Moon and meadow,,Moon over Laguna Meadow.,SBard_Mt Laguna Moon2014,ds02018,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Moon over Laguna Meadow.,La luna sobre Laguna Meadows.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,117,1.49573,1000,667,1.49925,La luna sobre Laguna Meadows.
,Moon and pines,,Moon and pine trees during a family dayhike in Laguna Meadow.,SBard_Laguna Moon,ds02017,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Moon and pine trees during a family day hike in Laguna Meadow.,La luna y los pinos durante un dÃ_a de caminata en familia en Laguna Meadows.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,Laguna,Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,175,131,1.33588,1000,750,1.33333,La luna y los pinos durante un dÃ_a de caminata en familia en Laguna Meadows.
,Acorns,,Acorns put there by the Acorn Woodpeckers that live in the Laguna Campground.,SBard_Acorns Mt Laguna 2014,ds02016,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Acorns in the tree were put there by the Acorn Woodpeckers that live at the Laguna Campground.,Las bellotas en el Ã¡rbol fueron puestas ahÃ_ por los carpinteros belloteros que viven en el campamento de Laguna.,,,,,Digital photograph,Â© Susanne Clara Bard,Susanne Clara Bard,"acorn, Laguna",Staff,Need release,,,,,Mountains,2,Cleveland National Forest,,Susanne Clara Bard,,,,,131,175,0.748571,600,800,0.75,Las bellotas en el Ã¡rbol fueron puestas ahÃ_ por los carpinteros belloteros que viven en el campamento de Laguna.
,Descanso store,,Hulburd Grove store Descanso,Hulburd Grove store Descanso,ds02015,,,1936,1936-00-00,1936,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,Hulburd Grove store at Descanso.,Tienda en Hulburd Grove en Descanso.,,,,,,Â©  Phil Unitt,Phil Unitt,Descanso,Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,Phil Unitt,,,,,175,111,1.57658,1000,634,1.57729,Tienda en Hulburd Grove en Descanso.
,Laguna by auto,,"Group of people, automobile at a table in the Laguna Mountains.",S-379 Laguna Mts. - People with Automobiles - c. 1920,ds02014,#S-379,,1920,1920-00-00,1920,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Group of people with an automobile at a table in the Laguna Mountains.,Grupo de gente con un automÃ_vil sentados a la mesa en las montaÃ±as Laguna.,,,,,,Â© San Diego History Center,San Diego History Center,Laguna,Need to purchase hi-res scan and permissions from SDHC,,,,,,Mountains,2,Cleveland National Forest,,http://www.sandiegohistory.org/photostore/?post_type=product&s=%22laguna%22+,,,,,175,140,1.25,1000,800,1.25,Grupo de gente con un automÃ_vil sentados a la mesa en las montaÃ±as Laguna.
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 6,ds02013,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,143,175,0.817143,655,800,0.81875,"Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta."
,Camping by covered wagon,,"Two girls (SDNHM ornithologist Phil Unitt's ancestors) on a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 5,ds02012,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"Two girls, including SDNHM Curator of Birds Phil Unitt's grandmother Gertude, on a camping trip to the Cuyamaca Mountains.  They traveled by covered wagon.","Dos niÃ±as, incluyendo Gertrude, la abuela de Phil Unitt, Curador de PÃ¡jaros del MHNSD, en una excursiÃ_n de camping a las montaÃ±as Cuyamaca. Viajaron en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,128,175,0.731429,585,800,0.73125,"Dos niÃ±as, incluyendo Gertrude, la abuela de Phil Unitt, Curador de PÃ¡jaros del MHNSD, en una excursiÃ_n de camping a las montaÃ±as Cuyamaca. Viajaron en una carreta cubierta."
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 4,ds02011,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,147,175,0.84,671,800,0.83875,"Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta."
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 3,ds02010,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,175,127,1.37795,1000,724,1.38122,"Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta."
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 2,ds02009,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, CA, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,126,175,0.72,576,800,0.72,"Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta."
,Camping by covered wagon,,"SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.",Camping trip by covered wagon 1,ds02008,,,1908,1908-00-00,1908,"Descanso, CA",,32.8528282,-116.6158525,Attic / Coast to Cactus,"The ancestors of Phil Unitt, SDNHM Curator of Birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta.",,,,,,Â© Phil Unitt,Phil Unitt,"Cleveland National Forest, Descanso, pioneers, camping",Crowdsourced Scan,,,,,,Mountains,2,Cleveland National Forest,,,,,,,175,126,1.38889,1000,718,1.39276,"Los antepasados de Phil Unitt, Curador de PÃ¡jaros del MHNSD, hicieron una excursiÃ_n de camping a las montaÃ±as Cuyamaca en una carreta cubierta."
,Snow near Guatay,,"Snow near Guatay, San Diego County.","A44_001 Snow near Guatay, San Diego County, Dec. 15, 1927",ds02007,,,15-Dec-27,12/15/27,1927-Dec-15,"Near Guatay, CA",,32.8503829,-116.5623876,Attic / Coast to Cactus,"Snow near Guatay, San Diego County.","Nieve cerca de Guatay, condado de San Diego.",,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum,"snow, Guatay",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A44_001,,,,,175,107,1.63551,1000,613,1.63132,"Nieve cerca de Guatay, condado de San Diego."
,Cuyamaca Peak,,Descending trail from Cuyamaca Peak during San Diego Natural History Museum trip.,A13_001 Descending trail from Cuyamaca Peak A3419,ds02006,,,Jul-23,1923-07-00,1923-Jul,"Cuyamaca Peak, CA",,32.9467149,-116.6064084,Attic / Coast to Cactus,Descending the trail from Cuyamaca Peak during a San Diego Natural History Museum trip.,Bajando el sendero desde la cumbre de Cuyamaca durante un viaje del Museo de Historia Natural de San Diego.,,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Cuyamaca",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A13_001,,,,,134,175,0.765714,612,800,0.765,Bajando el sendero desde la cumbre de Cuyamaca durante un viaje del Museo de Historia Natural de San Diego.
,Cuyamaca Peak lookout,,Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.,A12_001 Cuyamac Peak lookout,ds02005,,,Jul-23,1923-07-00,1923-Jul,"Cuyamaca Peak, CA",,32.9467149,-116.6064084,Attic / Coast to Cactus,Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.,Foto tomada durante un viaje del Museo de Historia Natural de San Diego al miradero de la cumbre de Cuyamaca.,,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Cuyamaca",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A12_001,,,,,135,175,0.771429,615,800,0.76875,Foto tomada durante un viaje del Museo de Historia Natural de San Diego al miradero de la cumbre de Cuyamaca.
,Flower collecting,,Mrs Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,A7_001 Mrs Abbott and Mrs. Woodcock Mt Laguna,ds02004,,,Jul-22,1922-07-00,1922-Jul,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Mrs. Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,La seÃ±ora Abbott y la seÃ±ora Woodcock en Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.,,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A7_001,,,,,175,135,1.2963,1000,773,1.29366,La seÃ±ora Abbott y la seÃ±ora Woodcock en Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.
,Acorn woodpecker tree,,Mrs. Fidelia G. Woodcock poses in front of an acorn woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum  flower collecting trip.,A7_001 Laguna Mrs Woodcock acorns,ds02003,,,Jul-22,1922-07-00,1922-Jul,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Mrs. Fidelia G. Woodcock poses in front of an Acorn Woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,La seÃ±ora Fidelia G. Woodcock posa frente a un Ã¡rbol de carpintero bellotero en Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.,,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,,SDNHM Library Rare Book Album Page A7_001,,,,,135,175,0.771429,617,800,0.77125,La seÃ±ora Fidelia G. Woodcock posa frente a un Ã¡rbol de carpintero bellotero en Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.
,Desert view now,,"Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.",SBard_Now,ds02002,Susanne Clara Bard,,2014,2014-00-00,2014,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,"Now: In 2013, the Laguna Mountains suffered a devastating fire.",Hoy en dÃ_a: En 2013 las montaÃ±as Laguna sufrieron un incendio devastador.,,,,,,Â© Susanne Clara Bard,Susanne Clara Bard,"fire, Laguna,",,Need release,,,,,Mountains,2,Cleveland National Forest,NOW1,,,,,,175,122,1.43443,1000,694,1.44092,Hoy en dÃ_a: En 2013 las montaÃ±as Laguna sufrieron un incendio devastador.
,Desert view then,,Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,A7_001 Laguna Mrs Abbot Desert View,ds02001,,,Jul-22,1922-07-00,1922-Jul,"Laguna Mountains, CA",,32.8803338,-116.4213936,Attic / Coast to Cactus,Then: Mrs. Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.,En aquel entonces: La seÃ±ora Abbott contemplando la vista del desierto desde Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.,,,,,,Â© San Diego Natural History Museum,San Diego Natural History Museum," San Diego Natural History Museum, Laguna, botany",From album page scan,,,,,,Mountains,2,Cleveland National Forest,THEN1,"SDNHM Library Rare Book Album Page A7_001/might be a ""then"" photo",,,,,175,138,1.26812,1000,791,1.26422,En aquel entonces: La seÃ±ora Abbott contemplando la vista del desierto desde Mount Laguna durante un viaje de recolecciÃ_n de flores del Museo de Historia Natural de San Diego.
,anza borrego starscape,,anza borrego starscape,3566054676_f8e8afedaa_o,ds01042,Anthony Citrano,,23-May-09,5/23/09,2009-May-23,"Anza-Borrego Desert State Park, CA",,33.100492,-116.301327,Attic / Coast to Cactus,Anza Borrego starscape.,Vista de las estrellas desde Anza-Borrego.,,,,,,(CC) Anthony Citrano Creative Commons License 2.BY-ND 2.0,Anthony Citrano,desert,https://creativecommons.org/licenses/by-nd/2.0/ you must credit me and link to my portfolio (http://www.zigzaglens.com).,ND,https://creativecommons.org/licenses/by-nd/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/zigzaglens/3566054676/,,,,,175,116,1.50862,1000,666,1.5015,Vista de las estrellas desde Anza-Borrego.
,Borrego badlands from Font's Point,,"Borrego badlands from Font's Point. After a short ride on the wide and sandy Font Wash, off the Borrego Salton Seaway, an abrupt precipice opens up to the stark desert scenery of the Borrego Badlands. The corrugated hills spread out and light piercing through the cloudy skies illuminate the dramatic landscape shaped by millions of years of erosion from the wind and rain.",3166158196_ec22b254fa_o,ds01041,Arno Gourdol,,22-Dec-08,12/22/08,2008-Dec-22,"Anza-Borrego Desert State Park, CA",,33.2569364,-116.2330555,Attic / Coast to Cactus,Borrego badlands from Fonts Point. The land has been eroded by wind and rain over millions of years.,Tierras yermas en Borrego desde Fonts Point. La tierra se ha erosionado por el viento y la lluvia a lo largo de millones de aÃ±os.,,,,,,(CC) Arno Gourdol Creative Commons License 2.BY-NC-ND 2.0,Arno Gourdol,desert,https://creativecommons.org/licenses/by-nc-nd/2.0/,NC,https://creativecommons.org/licenses/by-nc-nd/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/arnog/3166158196,,,,,175,116,1.50862,1000,663,1.5083,Tierras yermas en Borrego desde Fonts Point. La tierra se ha erosionado por el viento y la lluvia a lo largo de millones de aÃ±os.
,The milky way at Fonts Point in Anza-Borrego Desert State Park.,,The milky way at Fonts Point in Anza-Borrego Desert State Park. Badlands/canyon illuminated by the setting crescent moon (out of frame). Dust cloud in the distance.,9507740984_79f79822d8_o,ds01040,slworking2,,11-Aug-13,8/11/13,2013-Aug-11,"Anza-Borrego Desert State Park, CA",,33.2569364,-116.2330555,Attic / Coast to Cactus,The Milky Way at Fonts Point in Anza-Borrego Desert State Park.,Vista de la vÃ_a lÃ¡ctea desde Fonts Point en el Parque Estatal del Desierto de Anza-Borrego.,,,,,,(CC) slworking2 Creative Commons License 2.BY-NC-ND 2.0,slworking2,desert,https://creativecommons.org/licenses/by-nc-sa/2.0/,NC,https://creativecommons.org/licenses/by-nc-sa/2.0/,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/slworking/9507740984,,,,,175,117,1.49573,1000,667,1.49925,Vista de la vÃ_a lÃ¡ctea desde Fonts Point en el Parque Estatal del Desierto de Anza-Borrego.
,Palm Canyon,,Palm Canyon,Andrews_5816610567_87b207ea95_o,ds01039,Hilary Andrews,,6-Jun-11,6/6/11,2011-Jun-06,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Palm Canyon oasis.,Un oasis en Palm Canyon.,,,,,,"(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0",Hilary Andrews,"Anza-Borrego, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816610567/in/set-72157626802090479,,,,,175,114,1.53509,1000,650,1.53846,Un oasis en Palm Canyon.
,Dragonfly,,Dragonfly,5816608131_781a6a6142_o,ds01038,Hilary Andrews,,6-Jun-11,6/6/11,2011-Jun-06,"Palm Canyon, Anza-Borrego, CA",,33.2953142,-116.401124,Attic / Coast to Cactus,Dragonfly photographed during a San Diego Natural History Museum bat survey in Palm Canyon.,Una libÃ©lula fotografiada durante un relevamiento de murciÃ©lagos del Museo de Historia Natural de San Diego en Palm Canyon.,,,,,,"(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0",Hilary Andrews,"Anza-Borrego, desert",https://creativecommons.org/licenses/by-nc-nd/2.0/,,Need release,,,,Desert,1,Anza Borrego,,https://www.flickr.com/photos/hilaryandrews/5816608131/,,,,,175,120,1.45833,1000,686,1.45773,Una libÃ©lula fotografiada durante un relevamiento de murciÃ©lagos del Museo de Historia Natural de San Diego en Palm Canyon.
