"umoId","title","artistCreator","description","objectId","_id","photographer","people","date","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","family","genus","species","medium","projectCode","projectName","notes","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes"
"","Snow near Guatay","","Snow near Guatay, San Diego County.","A44_001 Snow near Guatay, San Diego County, Dec. 15, 1927","ds02007","","","1927-Dec-15","Near Guatay, CA","","32.8503829","-116.5623876","Attic Section","Snow near Guatay, San Diego County.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","snow, Guatay","From album page scan","","","","","","Mountains","2","Cleveland National Forest","","SDNHM Library Rare Book Album Page A44_001"
"","Cuyamaca Peak","","Descending trail from Cuyamaca Peak during San Diego Natural History Museum trip.","A13_001 Descending trail from Cuyamaca Peak A3419","ds02006","","","1923-Jul","Cuyamaca Peak, CA","","32.9467149","-116.6064084","Attic Section","Descending the trail from Cuyamaca Peak during a San Diego Natural History Museum trip.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Cuyamaca","From album page scan","","","","","","Mountains","2","Cleveland National Forest","","SDNHM Library Rare Book Album Page A13_001"
"","Cuyamaca Peak lookout","","Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.","A12_001 Cuyamac Peak lookout","ds02005","","","1923-Jul","Cuyamaca Peak, CA","","32.9467149","-116.6064084","Attic Section","Photo taken during San Diego Natural History Museum trip to Cuyamaca Peak lookout.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Cuyamaca","From album page scan","","","","","","Mountains","2","Cleveland National Forest","","SDNHM Library Rare Book Album Page A12_001"
"","Flower collecting","","Mrs Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.","A7_001 Mrs Abbott and Mrs. Woodcock Mt Laguna","ds02004","","","1922-Jul","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Mrs. Abbott and Mrs. Woodcock at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Laguna, botany","From album page scan","","","","","","Mountains","2","Cleveland National Forest","","SDNHM Library Rare Book Album Page A7_001"
"","Acorn woodpecker tree","","Mrs. Fidelia G. Woodcock poses in front of an acorn woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum  flower collecting trip.","A7_001 Laguna Mrs Woodcock acorns","ds02003","","","1922-Jul","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Mrs. Fidelia G. Woodcock poses in front of an acorn woodpecker's tree at Mt. Laguna during a San Diego Natural History Museum flower collecting trip.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Laguna, botany","From album page scan","","","","","","Mountains","2","Cleveland National Forest","","SDNHM Library Rare Book Album Page A7_001"
"","Desert view now","","Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.","SBard_Now","ds02002","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Then: Mrs. Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","fire, Laguna,","","Need release","","","","","Mountains","2","Cleveland National Forest","NOW1",""
"","Desert view then","","Then: Mrs Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.","A7_001 Laguna Mrs Abbot Desert View","ds02001","","","1922-Jul","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Then: Mrs. Abbott looking over the desert view at Mt. Laguna during a San Diego Natural History Museum flower collecting trip. Now: In 2013, the Laguna Mountains suffered a devastating fire.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum"," San Diego Natural History Museum, Laguna, botany","From album page scan","","","","","","Mountains","2","Cleveland National Forest","THEN1","SDNHM Library Rare Book Album Page A7_001/might be a ""then"" photo"
"","anza borrego starscape","","anza borrego starscape","3566054676_f8e8afedaa_o","ds01042","Anthony Citrano","","2009-May-23","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","","Anza Borrego starscape.","","","","","","","","","","16","Coast to Cactus","","(CC) Anthony Citrano Creative Commons License 2.BY-ND 2.0","Anthony Citrano","desert","https://creativecommons.org/licenses/by-nd/2.0/ you must credit me and link to my portfolio (http://www.zigzaglens.com).","ND","https://creativecommons.org/licenses/by-nd/2.0/","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/zigzaglens/3566054676/"
"","Borrego badlands from Font's Point","","Borrego badlands from Font's Point. After a short ride on the wide and sandy Font Wash, off the Borrego Salton Seaway, an abrupt precipice opens up to the stark desert scenery of the Borrego Badlands. The corrugated hills spread out and light piercing through the cloudy skies illuminate the dramatic landscape shaped by millions of years of erosion from the wind and rain.","3166158196_ec22b254fa_o","ds01041","Arno Gourdol","","2008-Dec-22","Anza-Borrego Desert State Park, CA","","33.2569364","-116.2330555","","Borrego badlands from Fonts Point. The land has been eroded by wind and rain over millions of years.","","","","","","","","","","16","Coast to Cactus","","(CC) Arno Gourdol Creative Commons License 2.BY-NC-ND 2.0","Arno Gourdol","desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","NC","https://creativecommons.org/licenses/by-nc-nd/2.0/","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/arnog/3166158196"
"","The milky way at Fonts Point in Anza-Borrego Desert State Park.","","The milky way at Fonts Point in Anza-Borrego Desert State Park. Badlands/canyon illuminated by the setting crescent moon (out of frame). Dust cloud in the distance.","9507740984_79f79822d8_o","ds01040","slworking2","","2013-Aug-11","Anza-Borrego Desert State Park, CA","","33.2569364","-116.2330555","","The Milky Way at Fonts Point in Anza-Borrego Desert State Park.","","","","","","","","","","16","Coast to Cactus","","(CC) slworking2 Creative Commons License 2.BY-NC-ND 2.0","slworking2","desert","https://creativecommons.org/licenses/by-nc-sa/2.0/","NC","https://creativecommons.org/licenses/by-nc-sa/2.0/","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/slworking/9507740984"
"","Palm Canyon","","Palm Canyon","Andrews_5816610567_87b207ea95_o","ds01039","Hilary Andrews","","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","","Palm Canyon oasis.","","","","","","","","","","16","Coast to Cactus","","(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0","Hilary Andrews","Anza-Borrego, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/hilaryandrews/5816610567/in/set-72157626802090479"
"","Dragonfly","","Dragonfly","5816608131_781a6a6142_o","ds01038","Hilary Andrews","","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","","Dragonfly photographed during a San Diego Natural History Museum bat survey in Palm Canyon.","","","","","","","","","","16","Coast to Cactus","","(CC) Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0","Hilary Andrews","Anza-Borrego, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/hilaryandrews/5816608131/"
"","Between Dos Cabesa and the spring Anza Borrego, Ca.","","Between Dos Cabesa and the spring Anza Borrego, Ca.","6372099349_3ded433e33_o","ds01037","","","1974-Mar-30","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","","Ocotillo on the roadside.","","","","","","","","","","16","Coast to Cactus","","(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0","The Greater Southwestern Exploration Company","desert","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/gsec/6372099349"
"","Anza-Borrego Desert State Park","","Anza-Borrego Desert State Park","6372130189_676958aa3d_o","ds01036","","","1974-Apr-13","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","","Anza-Borrego Desert State Park.","","","","","","","","","","16","Coast to Cactus","","(CC) The Greater Southwestern Exploration Company Creative Commons License 2.0","The Greater Southwestern Exploration Company","desert","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/gsec/6372130189"
"","Mountains","","Mountains","13969026192_531944c8db_o","ds01035","Jim Melli","","2012-Feb-26","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Sunset over the desert mountains.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","mountain","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/13969026192/in/set-72157629080885754"
"","flowers","","flowers","7598124786_668a33bd78_o","ds01034","Jim Melli","","2012-Feb-26","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Desert blooms.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","flower","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/7598124786/in/set-72157630639973750"
"","horned lizard","","horned lizard","7598111002_4a39300c6d_o","ds01033","Jim Melli","","2010-Mar-11","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Horned lizard in the desert.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","horned lizard","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/7598111002/in/set-72157630639973750"
"","flower","","flower","7598084498_5862f72ff1_o","ds01032","Jim Melli","","2010-Mar-27","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Flower in the desert.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","flower","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/7598084498/in/set-72157630639973750"
"","Insect","","Insect","7598108078_050131a83d_o","ds01031","Jim Melli","","2010-Mar-11","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Beetle in the desert.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","beetle","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/7598108078/in/set-72157630639973750"
"","Oriflamme Canyon","","Oriflamme Canyon","12858353463_ab84c188f5_o","ds01030","Jim Melli","","2013-May-25","Oriflamme Canyon, CA","","33.0181012","-116.4841834","Attic Section","Oriflamme Canyon.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","canyon","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/12858353463/in/set-72157641707674345"
"","Dragon","","dragon sculpture","SBardAnza_02","ds01029","Susanne Clara Bard","","2013-Mar-15","Borrego Springs, CA","","33.2549099","-116.352984","","Our car overheated during a camping trip to the desert.  While we were waiting for the radiator to be fixed, we explored Borrego Springs' famous metal sculptures by Ricardo Breceda.","","","","","","","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","art","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","",""
"","bats","","bats","14207034149_30470aa6bb_o","ds01028","Jim Melli","","2014-Jun-08","Mountain Palm Spring, CA","","32.86422","-116.233626","Attic Section","A bat at Mountain Palm Spring.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","bat","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/14207034149/in/set-72157645114751154/"
"","Frog","","Frog spp??","14392314072_96f1f32e17_o","ds01027","Jim Melli","","2014-May-18","Mountain Palm Spring, CA","","32.86422","-116.233626","Attic Section","A frog in Mountain Palm Spring.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","frog","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/14392314072/in/set-72157645114751154/"
"","Wild onion","","Wild onion, Allium fimbriatum var. fimbriatum","S05987_R","ds01026","John Rebman","","2011-May-04","Whale Peak, Anza-Borrego Desert State Park, CA","","33.0291821","-116.3161234","Attic Section","Wild onion,Allium fimbriatum var. fimbriatum,photographed near Whale Peak at the top of Pinyon Mountain.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","allium","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=11505 / get higher res version from Botany"
"","Tarantula hawk wasp and bee","","Tarantula hawk wasp and bee, Mountain Palm Spring Campground","14392437782_95dfd2648e_o","ds01025","Jim Melli","","2014-May-25","Mountain Palm Spring Campground, CA","","32.86422","-116.233626","Attic Section","Tarantula hawk wasp and bee, Mountain Palm Spring Campground.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","Tarantula hawk wasp, bee, desert","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/14392437782/in/set-72157645114751154"
"","Cactus blooms","","Cactus blooms","13396815964_8a9ac842d6_o","ds01024","Jim Melli","","2014-Mar-07","Little Blair Valley, Anza-Borrego Desert State Park","","33.0272668","-116.3877919","Attic Section","Cactus blooms in the desert.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","cactus, desert","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/13396815964/in/set-72157642883397245"
"","Rattlesnake","","Rattlesnake","13396562403_38e7955102_o","ds01023","Jim Melli","","2014-Mar-07","Little Blair Valley, Anza-Borrego Desert State Park","","33.0272668","-116.3877919","Attic Section","Rattlesnakes are common in the desert.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","rattlesnake, Anza-Borrego, desert","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/13396562403/in/set-72157642883397245"
"","Ocotillo flower","","Ocotillo flower","13396759064_bcbe248de0_o","ds01022","Jim Melli","","2014-Mar-07","Little Blair Valley, Anza-Borrego Desert State Park","","33.0272668","-116.3877919","Attic Section","Ocotillo flowers in bloom.","","","","","","","","","","16","Coast to Cactus","","© Jim Melli","Jim Melli","ocotillo, desert","Need release","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/melli46/13396759064/in/set-72157642883397245"
"","Boulder Park","","Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert, 1927. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.5, p.80]","walk rocks ch5_R","ds01021r","","","1927","Anza-Borrego Desert, CA","","33.100492","-116.301327","Attic Section","Nature excursionists at Boulder Park on the edge of the Anza-Borrego desert.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum ?","San Diego Natural History Museum","Hiking, Anza-Borrego, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","Need the original image, this is from Inspired by Nature book"
"","Bighorn sheep","","Frank Stephens in the Anza-Borrego Desert. Before Borrego Sheep were endangered, they were used for food by those camping in the desert. Skins and heads were brought to the Museum for mounting. [photo caption, Inspired by Nature: The San Diego Natural History Museum After 125 Years, by Iris Wilson Engstrand, with Anne Bullard (1999); Ch.3, p.48]","stephens, ch 3_R","ds01020r","","","1885/1904","Anza-Borrego Desert, CA","","33.100492","-116.301327","Attic Section","Frank Stephens shot Borrego sheep for the San Diego Natural History Museum.  In the days before the sheep became endangered, they were brought to the museum for mounting.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum ?","San Diego Natural History Museum","Sheep, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","Need the original image, this is from Inspired by Nature book"
"","Hiking Palm Canyon","","Michael Field and Steve Field hiking up to the palm groves in Palm Canyon, Anza Borrego Desert State Park","SDNHM_FieldM_001","ds01019","","","1965","Anza-Borrego Desert State Park, CA","","33.2953142","-116.401124","Attic Section","Michael and Steve Field hiking up to the palm groves in Palm Canyon in Anza Borrego Desert State Park.","","","","","","","","","","16","Coast to Cactus","","© Michael Field","Michael Field","Anza-Borrego, desert","v","","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Flowers in the desert","","Two girlfriends and I drove out to Anza-Borrego Desert to see the flowers. I was from New England and had never been to a desert before and had no idea the flowers would be so small! But their profusion was amazing and I got my friend Janice Girocco sitting in among them so I could send a copy to her mom back in Michigan.","SDNHM_HahnH_Anzo_Desert Spring_1973","ds01018","","Janice Girocco","1973","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Janice Girocco sitting among the wildflowers. I was from New England and had never been to a desert before.","","","","","","","","","","16","Coast to Cactus","","© Heidi Hahn","Heidi Hahn","Anza-Borrego, botany, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Hiking","","My friend Janice Girocco and I had been taking a mountaineering class at the Natural History Museum. We went to Henderson Canyon and hiked in a few miles and set up among the flowers and cactus. I felt like we were in a flower garden. We were amazed by how absolutely lovely everything was. It was hard finding my yellow VW after the hike out.","SDNHM_HahnH_Anzo_Backpacking_Henderon Canyon_1976","ds01017","","Janice Girocco","1976","Anza-Borrego Desert State Park, CA","","33.2953142","-116.401124","Attic Section","After taking a mountaineering class at the San Diego Natural History Museum, my friend and I hiked into Henderson Canyon and set up camp among the flowers and cactus.","","","","","","","","","","16","Coast to Cactus","","© Heidi Hahn","Heidi Hahn","Anza-Borrego, snow, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Snowfall","","Rare snowfall near Ranchita on the way home from Borrego. My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.","SDHNM_Randerson_002","ds01016","","","1975","Ranchita, CA","","33.2100392","-116.5166835","Attic Section","Rare snowfall near Ranchita on the way home from Borrego.  My three children Roelif, Anne, and Erik were excited to see the snow and throw snowballs.","","","","","","","","","","16","Coast to Cactus","","© Sue Randerson","Sue Randerson","Mountaineering, Anza-Borrego, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Mountaineering","","Sue and Roelif Randerson backpacking in Coyote Canyon while taking the Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!","SDHNM_Randerson_001","ds01015","","","1966","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Sue and Roelif Randerson backpacking in Coyote Canyon during a Sierra Club basic mountaineering course. It was wonderful to feel that I had all I needed just in my backpack!","","","","","","","","","","16","Coast to Cactus","","© Sue Randerson","Sue Randerson","Anza-Borrego, backpacking, Coyote Canyon, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Backpacking","","Mesa College botany professor Albert Grennan backpacking along the railroad with his students to Carrizo Gorge during a botany fieldtrip.","SDHNM_Grennan_001","ds01014","","","1970","Carrizo Gorge, CA","","32.772001","-116.24474","Attic Section","Mesa College botany professor Albert Grennan and his students on a field trip, backpacking to Carrizo Gorge along the railroad.","","","","","","","","","","16","Coast to Cactus","","© Albert Grennan & Myra Harada","Albert Grennan & Myra Harada","botany, Anza-Borrego, backpacking, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Bat","","Palm Canyon bat during San Diego Natural History Museum bat survey field trip.","5817197680_92074c7280_o","ds01013","Hilary Andrews","","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","Attic Section","Measuring a bat during a San Diego Natural History Museum bat survey in Palm Canyon.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.2","Hilary Andrews","bat, Anza-Borrego, desert","Need release from C2C volunteer","","","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/hilaryandrews/5816633517/in/set-72157626802090479/"
"","Mantis","","Student Hilary Andrews holds a mantis during a San Diego Natural History Museum research trip to Palm Canyon.","Andrews_5817177704_17e8699015_o","ds01012","","","2011-Jun-06","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","Attic Section","Student Hilary Andrews holds a mantis during a San Diego Natural History Museum research trip to Palm Canyon.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.1","Hilary Andrews","Anza-Borrego, mantis, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/hilaryandrews/5817177704/"
"","Snake","","Student Hilary Andrews holds a snake during a San Diego Natural History Museum research trip to Palm Canyon.","Andrews_5816671775_958515a4ae_o","ds01011","","","2011-Jun-07","Palm Canyon, Anza-Borrego, CA","","33.2953142","-116.401124","Attic Section","Student Hilary Andrews holds a snake during a San Diego Natural History Museum research trip to Palm Canyon.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Hilary Andrews, Creative Commons License 2.BY-NC-ND 2.0","Hilary Andrews","Anza-Borrego, snake, desert","https://creativecommons.org/licenses/by-nc-nd/2.0/","","Need release","","","","Desert","1","Anza-Borrego/Palm Desert","","https://www.flickr.com/photos/hilaryandrews/5816671775/"
"","Cliffs","","Borrego Badland cliffs.","SDHNM_Coffin_005","ds01010","Ingrid Coffin","","1990","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Badland cliffs in Anza-Borrego.","","","","","","","","","","16","Coast to Cactus","","© Ingrid Coffin","Ingrid Coffin","Anza-Borrego, cliff, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Rock","","Fish Creek fluid rock.","SDHNM_Coffin_004","ds01009","Ingrid Coffin","","2005","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","A fluid rock in Fish Creek.","","","","","","","","","","16","Coast to Cactus","","© Ingrid Coffin","Ingrid Coffin","Anza-Borrego, rock, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Sand verbena","","Sand verbena and dune evening primrose near Henderson Valley Rd.","SDHNM_Coffin_003","ds01008","Ingrid Coffin","","2005","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Sand verbena and dune evening primrose near Henderson Valley Road.","","","","","","","","","","16","Coast to Cactus","","© Ingrid Coffin","Ingrid Coffin","Anza-Borrego, flower, Sand verbena, dune evening primrose, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Mine wash","","Mine wash with cholla cactus and ocotillo.","SDHNM_Coffin_002","ds01007","Ingrid Coffin","","2000","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Mine wash with cholla cactus and ocotillo.","","","","","","","","","","16","Coast to Cactus","","© Ingrid Coffin","Ingrid Coffin","Anza-Borrego, cactus, ocotillo, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Flowers","","Flower field north of Henderson Canyon Road","SDHNM_Coffin_001","ds01006","Ingrid Coffin","","2005","Anza-Borrego Desert State Park, CA","","33.2953142","-116.401124","Attic Section","Flower field north of Henderson Canyon Road","","","","","","","","","","16","Coast to Cactus","","© Ingrid Coffin","Ingrid Coffin","Anza-Borrego, Henderson Canyon, flower, desert","","Y","","","","","Desert","1","Anza-Borrego/Palm Desert","","Crowdsourced Scan"
"","Elephant Trees","","Elephant trees near gypsum mine photographed during the Natural History Museum's Fleming-Abbott trip to Borrego Valley.","A83_001 Elephant trees borrego valley","ds01005","","","1937","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Elephant trees near a gypsum mine, photographed during the San Diego Natural History Museum's Fleming-Abbott trip to Borrego Valley.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","elephant tree, Anza-Borrego, San Diego Natural History Museum, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","From album page scan"
"","Palms","","Picturesque setting of individual palms during museum trip to Thousand Palm Canyon.","A75_001b  Picturesque setting of individual palms in first grove A5739 Palm Canyon.tif","ds01004","","","1927","Thousand Palm Canyon, CA","","33.100492","-116.301327","Attic Section","Picturesque oasis with palms during San Diego Natural History Museum trip to Thousand Palm Canyon.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","Anza-Borrego,  San Diego Natural History Museum, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","From album page scan"
"","Truck","","Museum truck in Borrego.","A67_001 NHM truck Borrego March 1929.tif","ds01003","","","1929","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","San Diego Natural History Museum truck in Anza-Borrego.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","Anza-Borrego, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","From album page scan"
"","Coyote Creek","","Beaty and Mrs. Abbott on edge of Coyote Creek during San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.","A45_001Beaty and Mrs. Abbott on edge of Coyote Creek A35114 a","ds01002","","Beaty and Mrs. Abbott","1927","Anza-Borrego Desert State Park, CA","","33.100492","-116.301327","Attic Section","Beaty and Mrs. Abbott at edge of Coyote Creek during a San Diego Natural History Museum trip to Borrego Valley and Thousand Palm Canyon.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","Anza-Borrego, San Diego Natural History Museum, desert","","","","","","","Desert","1","Anza-Borrego/Palm Desert","","From album page scan"
